id,marking,group,standard,created_at,updated_at
18378,2235-0076,Фреза,ГОСТ 9140-78,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18379,2235-0077,Фреза,ГОСТ 9140-78,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18380,2235-0078,Фреза,ГОСТ 9140-78,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18381,2235-0081,Фреза,ГОСТ 9140-78,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18382,2235-0082,Фреза,ГОСТ 9140-78,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18383,2235-0083,Фреза,ГОСТ 9140-78,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18384,2235-0084,Фреза,ГОСТ 9140-78,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18385,2240-0101,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18386,2240-0102,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18387,2240-0103,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18388,2240-0104,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18389,2240-0105,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18390,2240-0106,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18391,2240-0107,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18392,2240-0108,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18393,2240-0109,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18394,2240-0110,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18395,2240-0111,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18396,2240-0112,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18397,2240-0113,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18398,2240-0114,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18399,2240-0115,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18400,2240-0116,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18401,2240-0117,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18402,2240-0118,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18403,2240-0119,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18404,2240-0120,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18405,2240-0121,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18406,2240-0151,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18407,2240-0152,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18408,2240-0153,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18409,2240-0154,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18410,2240-0155,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18411,2240-0156,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18412,2240-0157,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18413,2240-0158,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18414,2240-0159,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18415,2240-0160,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18416,2240-0161,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18417,2240-0162,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18418,2240-0163,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18419,2240-0164,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18420,2240-0165,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18421,2240-0166,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18422,2240-0167,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18423,2240-0168,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18424,2240-0169,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18425,2240-0170,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18426,2240-0171,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18427,2240-0201,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18428,2240-0202,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18429,2240-0203,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18430,2240-0204,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18431,2240-0205,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18432,2240-0206,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18433,2240-0207,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18434,2240-0208,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18435,2240-0209,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18436,2240-0210,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18437,2240-0211,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18438,2240-0212,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18439,2240-0213,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18440,2240-0214,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18441,2240-0251,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18442,2240-0252,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18443,2240-0253,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18444,2240-0254,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18445,2240-0255,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18446,2240-0256,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18447,2240-0257,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18448,2240-0258,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18449,2240-0259,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18450,2240-0261,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18451,2240-0262,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18452,2240-0263,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18453,2240-0264,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18454,2240-0265,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18455,2240-0266,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18456,2240-0267,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18457,2240-0351,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18458,2240-0357,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18459,2240-0361,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18460,2240-0365,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18461,2240-0367,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18462,2240-0371,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18463,2240-0375,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18464,2240-0387,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18465,2240-0391,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18466,2240-0393,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18467,2240-0395,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18468,2240-0397,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18469,2240-0413,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18470,2240-0415,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18471,2240-0417,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18472,2240-0421,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18473,2240-0423,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18474,2240-0425,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18475,2240-0443,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18476,2240-0445,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18477,2240-0447,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18478,2240-0451,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18479,2240-0453,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18480,2240-0457,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18481,2240-0461,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18482,2240-0463,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18483,2240-0465,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18484,2240-0467,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18485,2240-0471,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18486,2240-0473,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18487,2240-0475,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18488,2240-0477,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18489,2240-0501,Фреза,ГОСТ 16227-81,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18490,2240-0502,Фреза,ГОСТ 16227-81,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18491,2240-0503,Фреза,ГОСТ 16227-81,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18492,2240-0504,Фреза,ГОСТ 16227-81,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18493,2240-0505,Фреза,ГОСТ 16227-81,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18494,2240-0506,Фреза,ГОСТ 16227-81,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18495,2240-0507,Фреза,ГОСТ 16227-81,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18496,2240-0508,Фреза,ГОСТ 16227-81,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18497,2240-0509,Фреза,ГОСТ 16227-81,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18498,2240-0510,Фреза,ГОСТ 16227-81,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18499,2240-0511,Фреза,ГОСТ 16227-81,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18500,2240-0512,Фреза,ГОСТ 16227-81,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18501,2240-0513,Фреза,ГОСТ 16227-81,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18502,2240-0514,Фреза,ГОСТ 16227-81,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18503,2240-0515,Фреза,ГОСТ 16227-81,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18504,2240-0516,Фреза,ГОСТ 16227-81,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18505,2240-0551,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18506,2240-0552,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18507,2240-0553,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18508,2240-0554,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18509,2240-0555,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18510,2240-0556,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18511,2240-0557,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18512,2240-0558,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18513,2240-0559,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18514,2240-0561,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18515,2240-0562,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18516,2240-0563,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18517,2240-0564,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18518,2240-0565,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18519,2240-0566,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18520,2240-0567,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18521,2240-0568,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18522,2240-0569,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18523,2240-0571,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18524,2240-0572,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18525,2240-0573,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18526,2240-0601,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18527,2240-0602,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18528,2240-0603,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18529,2240-0604,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18530,2240-0605,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18531,2240-0606,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18532,2240-0607,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18533,2240-0608,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18534,2240-0609,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18535,2240-0611,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18536,2240-0612,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18537,2240-0613,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18538,2240-0614,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18539,2240-0615,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18540,2240-0616,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18541,2240-0617,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18542,2240-0618,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18543,2240-0619,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18544,2240-0621,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18545,2240-0622,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18546,2240-0623,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18547,2240-0624,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18548,2240-0625,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18549,2240-0626,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18550,2240-0627,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18551,2240-0628,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18552,2240-0629,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18553,2240-0631,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18554,2240-0632,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18555,2240-0633,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18556,2240-0634,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18557,2240-0635,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18558,2240-0636,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18559,2240-0637,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18560,2240-0638,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18561,2240-0639,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18562,2240-0641,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18563,2240-0642,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18564,2240-0801,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18565,2240-0802,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18566,2240-0803,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18567,2240-0804,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18568,2240-0805,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18569,2240-0806,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18570,2240-0807,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18571,2240-0808,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18572,2240-0809,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
18573,2240-0811,Фреза,ГОСТ 28527-90,2025-06-21 11:49:49.343707+00:00,2025-06-21 11:49:49.343707+00:00
