id,tool_id,D,l_,L,z,morse_taper,execution,fi_,group,D_additional,d_,hole_type,created_at,updated_at
887,13058,4.5,47.0,80.0,4,,,90.0,Тип 3,,,Для сквозных отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
888,13059,4.8,52.0,86.0,4,,,90.0,Тип 3,,,Для сквозных отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
889,13060,5.0,52.0,86.0,4,,,90.0,Тип 3,,,Для сквозных отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
890,13061,5.8,57.0,93.0,4,,,90.0,Тип 3,,,Для сквозных отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
891,13062,6.0,57.0,93.0,4,,,90.0,Тип 3,,,Для сквозных отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
892,13063,6.8,69.0,107.0,4,,,90.0,Тип 3,,,Для сквозных отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
893,13064,7.0,69.0,107.0,4,,,90.0,Тип 3,,,Для сквозных отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
894,13065,7.8,75.0,117.0,4,,,90.0,Тип 3,,,Для сквозных отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
895,13066,8.0,75.0,117.0,4,,,90.0,Тип 3,,,Для сквозных отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
896,13067,8.8,81.0,125.0,4,,,90.0,Тип 3,,,Для сквозных отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
897,13068,9.0,81.0,125.0,4,,,90.0,Тип 3,,,Для сквозных отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
898,13069,9.8,87.0,133.0,4,,,90.0,Тип 3,,,Для сквозных отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
899,13070,10.0,87.0,133.0,4,,,90.0,Тип 3,,,Для сквозных отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
900,13071,10.75,94.0,142.0,4,,,90.0,Тип 3,,,Для сквозных отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
901,13072,11.0,94.0,142.0,4,,,90.0,Тип 3,,,Для сквозных отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
902,13073,11.75,94.0,142.0,4,,,90.0,Тип 3,,,Для сквозных отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
903,13074,12.0,101.0,151.0,4,,,90.0,Тип 3,,,Для сквозных отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
904,13075,12.75,101.0,151.0,4,,,90.0,Тип 3,,,Для сквозных отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
905,13076,13.0,101.0,151.0,4,,,90.0,Тип 3,,,Для сквозных отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
906,13077,13.75,108.0,160.0,4,,,90.0,Тип 3,,,Для сквозных отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
907,13078,14.0,108.0,160.0,4,,,90.0,Тип 3,,,Для сквозных отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
908,13079,14.75,114.0,169.0,4,,,90.0,Тип 3,,,Для сквозных отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
909,13080,15.0,114.0,169.0,4,,,90.0,Тип 3,,,Для сквозных отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
910,13081,15.75,120.0,178.0,4,,,90.0,Тип 3,,,Для сквозных отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
911,13082,16.0,120.0,178.0,4,,,90.0,Тип 3,,,Для сквозных отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
912,13083,16.75,125.0,184.0,4,,,90.0,Тип 3,,,Для сквозных отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
913,13084,17.0,125.0,184.0,4,,,90.0,Тип 3,,,Для сквозных отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
914,13085,17.75,130.0,191.0,4,,,90.0,Тип 3,,,Для сквозных отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
915,13086,18.0,130.0,191.0,4,,,90.0,Тип 3,,,Для сквозных отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
916,13087,18.7,135.0,198.0,4,,,90.0,Тип 3,,,Для сквозных отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
917,13088,19.0,135.0,198.0,4,,,90.0,Тип 3,,,Для сквозных отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
918,13089,19.7,140.0,206.0,4,,,90.0,Тип 3,,,Для сквозных отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
919,13090,7.8,75.0,156.0,3,1.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
920,13091,8.0,75.0,156.0,3,1.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
921,13092,8.8,81.0,162.0,3,1.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
922,13093,9.0,81.0,162.0,3,1.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
923,13094,9.8,87.0,168.0,3,1.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
924,13095,10.0,87.0,168.0,3,1.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
925,13096,10.75,94.0,175.0,3,1.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
926,13097,11.0,94.0,175.0,3,1.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
927,13098,11.75,94.0,175.0,3,1.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
928,13099,12.0,101.0,182.0,3,1.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
929,13100,12.75,101.0,182.0,3,1.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
930,13101,13.0,101.0,182.0,3,1.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
931,13102,13.75,108.0,189.0,3,1.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
932,13103,14.0,108.0,189.0,3,1.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
933,13104,14.75,114.0,212.0,3,1.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
934,13105,14.75,114.0,212.0,3,2.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
935,13106,15.0,114.0,212.0,3,1.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
936,13107,15.0,114.0,212.0,3,2.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
937,13108,15.75,120.0,218.0,3,2.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
938,13109,16.0,120.0,218.0,3,2.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
939,13110,16.75,125.0,223.0,3,2.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
940,13111,17.0,125.0,223.0,3,2.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
941,13112,17.75,130.0,228.0,3,2.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
942,13113,18.0,130.0,228.0,3,2.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
943,13114,18.7,135.0,233.0,3,2.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
944,13115,19.0,135.0,233.0,3,2.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
945,13116,19.7,140.0,238.0,3,2.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
946,13117,20.0,140.0,238.0,3,2.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
947,13118,20.7,145.0,243.0,3,2.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
948,13119,21.0,145.0,243.0,3,2.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
949,13120,21.7,150.0,248.0,3,2.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
950,13121,22.0,150.0,248.0,3,2.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
951,13122,22.7,155.0,253.0,3,2.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
952,13123,23.0,155.0,253.0,3,2.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
953,13124,23.7,160.0,281.0,3,3.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
954,13125,24.0,160.0,281.0,3,3.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
955,13126,24.7,160.0,281.0,3,3.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
956,13127,25.0,160.0,281.0,3,3.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
957,13128,25.7,165.0,286.0,3,3.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
958,13129,26.0,165.0,286.0,3,3.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
959,13130,27.7,170.0,291.0,3,3.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
960,13131,28.0,170.0,291.0,3,3.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
961,13132,29.7,175.0,296.0,3,3.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
962,13133,30.0,175.0,296.0,3,3.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
963,13134,31.6,185.0,306.0,3,3.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
964,13135,31.6,185.0,334.0,3,4.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
965,13136,32.0,185.0,306.0,3,3.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
966,13137,32.0,185.0,334.0,3,4.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
967,13138,33.6,190.0,339.0,3,4.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
968,13139,34.0,190.0,339.0,3,4.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
969,13140,34.6,190.0,339.0,3,4.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
970,13141,35.0,190.0,339.0,3,4.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
971,13142,35.6,195.0,344.0,3,4.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
972,13143,36.0,195.0,344.0,3,4.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
973,13144,37.6,200.0,349.0,3,4.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
974,13145,38.0,200.0,349.0,3,4.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
975,13146,39.6,200.0,349.0,3,4.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
976,13147,40.0,200.0,349.0,3,4.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
977,13148,41.6,205.0,354.0,3,4.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
978,13149,42.0,205.0,354.0,3,4.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
979,13150,43.6,210.0,359.0,3,4.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
980,13151,44.0,210.0,359.0,3,4.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
981,13152,44.6,210.0,359.0,3,4.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
982,13153,45.0,210.0,359.0,3,4.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
983,13154,45.6,215.0,364.0,3,4.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
984,13155,46.0,215.0,364.0,3,4.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
985,13156,47.6,220.0,369.0,3,4.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
986,13157,48.0,220.0,369.0,3,4.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
987,13158,49.6,220.0,369.0,3,4.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
988,13159,50.0,220.0,369.0,3,4.0,,90.0,Тип 1,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
989,13160,36.0,,50.0,3,,2,90.0,Тип 1,,16.0,,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
990,13161,36.0,,50.0,3,,2,90.0,Тип 2,,16.0,,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
991,13162,38.0,,50.0,3,,2,90.0,Тип 1,,16.0,,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
992,13163,38.0,,50.0,3,,2,90.0,Тип 2,,16.0,,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
993,13164,40.0,,50.0,3,,2,90.0,Тип 1,,16.0,,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
994,13165,40.0,,50.0,3,,2,90.0,Тип 2,,16.0,,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
995,13166,42.0,,50.0,3,,2,90.0,Тип 1,,16.0,,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
996,13167,42.0,,50.0,3,,2,90.0,Тип 2,,16.0,,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
997,13168,44.0,,50.0,3,,2,90.0,Тип 1,,16.0,,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
998,13169,44.0,,50.0,3,,2,90.0,Тип 2,,16.0,,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
999,13170,45.0,,50.0,3,,2,90.0,Тип 1,,16.0,,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1000,13171,45.0,,50.0,3,,2,90.0,Тип 2,,16.0,,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1001,13172,46.0,,56.0,3,,2,90.0,Тип 1,,19.0,,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1002,13173,46.0,,56.0,3,,2,90.0,Тип 2,,19.0,,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1003,13174,48.0,,56.0,3,,2,90.0,Тип 1,,19.0,,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1004,13175,48.0,,56.0,3,,2,90.0,Тип 2,,19.0,,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1005,13176,50.0,,56.0,4,,2,90.0,Тип 1,,19.0,,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1006,13177,50.0,,56.0,4,,2,90.0,Тип 2,,19.0,,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1007,13178,52.0,,56.0,4,,2,90.0,Тип 1,,19.0,,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1008,13179,52.0,,56.0,4,,2,90.0,Тип 2,,19.0,,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1009,13180,55.0,,63.0,4,,2,90.0,Тип 1,,22.0,,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1010,13181,55.0,,63.0,4,,2,90.0,Тип 2,,22.0,,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1011,13182,58.0,,63.0,4,,2,90.0,Тип 1,,22.0,,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1012,13183,58.0,,63.0,4,,2,90.0,Тип 2,,22.0,,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1013,13184,60.0,,63.0,4,,2,90.0,Тип 1,,22.0,,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1014,13185,60.0,,63.0,4,,2,90.0,Тип 2,,22.0,,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1015,13186,62.0,,63.0,4,,2,90.0,Тип 1,,22.0,,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1016,13187,62.0,,63.0,4,,2,90.0,Тип 2,,22.0,,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1017,13188,65.0,,71.0,4,,2,90.0,Тип 1,,27.0,,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1018,13189,65.0,,71.0,4,,2,90.0,Тип 2,,27.0,,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1019,13190,67.0,,71.0,4,,2,90.0,Тип 1,,27.0,,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1020,13191,67.0,,71.0,4,,2,90.0,Тип 2,,27.0,,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1021,13192,70.0,,71.0,4,,2,90.0,Тип 1,,27.0,,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1022,13193,70.0,,71.0,4,,2,90.0,Тип 2,,27.0,,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1023,13194,72.0,,71.0,5,,2,90.0,Тип 1,,27.0,,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1024,13195,72.0,,71.0,5,,2,90.0,Тип 2,,27.0,,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1025,13196,75.0,,71.0,5,,2,90.0,Тип 1,,27.0,,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1026,13197,75.0,,71.0,5,,2,90.0,Тип 2,,27.0,,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1027,13198,80.0,,80.0,5,,2,90.0,Тип 1,,32.0,,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1028,13199,80.0,,80.0,5,,2,90.0,Тип 2,,32.0,,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1029,13200,37.0,,50.0,3,,2,90.0,Тип 1,,16.0,,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1030,13201,37.0,,50.0,3,,2,90.0,Тип 2,,16.0,,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1031,13202,47.0,,56.0,3,,2,90.0,Тип 1,,19.0,,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1032,13203,47.0,,56.0,3,,2,90.0,Тип 2,,19.0,,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1033,13204,56.0,,63.0,4,,2,90.0,Тип 1,,22.0,,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1034,13205,56.0,,63.0,4,,2,90.0,Тип 2,,22.0,,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1035,13206,63.0,,63.0,4,,2,90.0,Тип 1,,22.0,,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1036,13207,63.0,,63.0,4,,2,90.0,Тип 2,,22.0,,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1037,13208,3.0,33.0,61.0,4,,,90.0,Тип 3,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1038,13209,3.3,36.0,65.0,4,,,90.0,Тип 3,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1039,13210,3.5,39.0,70.0,4,,,90.0,Тип 3,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1040,13211,3.8,43.0,75.0,4,,,90.0,Тип 3,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1041,13212,4.0,43.0,75.0,4,,,90.0,Тип 3,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1042,13213,4.3,47.0,80.0,4,,,90.0,Тип 3,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1043,13214,4.5,47.0,80.0,4,,,90.0,Тип 3,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1044,13215,4.8,52.0,86.0,4,,,90.0,Тип 3,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1045,13216,5.0,52.0,86.0,4,,,90.0,Тип 3,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1046,13217,5.8,57.0,93.0,4,,,90.0,Тип 3,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1047,13218,6.0,57.0,93.0,4,,,90.0,Тип 3,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1048,13219,6.8,69.0,107.0,4,,,90.0,Тип 3,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1049,13220,7.0,69.0,107.0,4,,,90.0,Тип 3,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1050,13221,7.8,75.0,117.0,4,,,90.0,Тип 3,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1051,13222,8.0,75.0,117.0,4,,,90.0,Тип 3,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1052,13223,8.8,81.0,125.0,4,,,90.0,Тип 3,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1053,13224,9.0,81.0,125.0,4,,,90.0,Тип 3,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1054,13225,9.8,87.0,133.0,4,,,90.0,Тип 3,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
1055,13226,10.0,87.0,133.0,4,,,90.0,Тип 3,,,Для глухих отверстий,2025-06-22 16:05:49.614456+00:00,2025-06-22 16:05:49.614456+00:00
