id,D,L,l,d,z,a_,d_1_,d_2_,l_,L_,f_,q_,morse_taper,execution,fi_,type_cutter_,material,type_of_cutting_part_,group,tool_type,standard,D_1,f_additional_,D_additional,P,l_nominal_,d_,d_additional_,d_1_additional_,direction,B,c_,c_additional_,h_,R,R_additional,m_n0_,L_additional,K,K_additional,accuracy,D_2,l_1_,f_deviation_,g_,g_deviation_,zxd_xD,z_0_,series,groove_accuracy,m_0_,subgroup,h_additional_,m_,metric_shank,b_,S,t_,d_0_,l_additional_,omega_,l_2_,r_,r_additional_,B_additional,H,omega_u_,D_deviation,c_general_purpose_,c_keyway_,metric_taper,alpha_,created_at,updated_at
626,10.0,,,,6.0,,,,,,,,,,90.0,Концевая,1,2.0,,Фреза,ГОСТ 20534-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
509,45.0,188.0,,,4.0,,,,63.0,,,,4,А,90.0,Концевая,"0, 1",1.0,Тип 2,Фреза,ГОСТ 17026-71,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
510,45.0,221.0,,,4.0,,,,63.0,,,,5,А,90.0,Концевая,"0, 1",1.0,Тип 2,Фреза,ГОСТ 17026-71,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
511,45.0,221.0,,,4.0,,,,63.0,,,,5,А,90.0,Концевая,"0, 1",1.0,Тип 2,Фреза,ГОСТ 17026-71,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
512,50.0,200.0,,,4.0,,,,75.0,,,,4,А,90.0,Концевая,"0, 1",1.0,Тип 2,Фреза,ГОСТ 17026-71,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
513,50.0,200.0,,,4.0,,,,75.0,,,,4,А,90.0,Концевая,"0, 1",1.0,Тип 2,Фреза,ГОСТ 17026-71,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
514,50.0,233.0,,,4.0,,,,75.0,,,,5,А,90.0,Концевая,"0, 1",1.0,Тип 2,Фреза,ГОСТ 17026-71,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
515,50.0,233.0,,,4.0,,,,75.0,,,,5,А,90.0,Концевая,"0, 1",1.0,Тип 2,Фреза,ГОСТ 17026-71,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
516,10.0,92.0,,,4.0,,,,22.0,,,,1,А,90.0,Концевая,"0, 1",1.0,Тип 1,Фреза,ГОСТ 17026-71,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
517,10.0,92.0,,,4.0,,,,22.0,,,,1,А,90.0,Концевая,"0, 1",1.0,Тип 1,Фреза,ГОСТ 17026-71,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
518,10.0,92.0,,,4.0,,,,22.0,,,,1,Б,90.0,Концевая,"0, 1",1.0,Тип 1,Фреза,ГОСТ 17026-71,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
519,10.0,92.0,,,4.0,,,,22.0,,,,1,Б,90.0,Концевая,"0, 1",1.0,Тип 1,Фреза,ГОСТ 17026-71,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
520,10.0,92.0,,,3.0,,,,22.0,,,,1,А,90.0,Концевая,"0, 1",1.0,Тип 2,Фреза,ГОСТ 17026-71,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
521,10.0,92.0,,,3.0,,,,22.0,,,,1,А,90.0,Концевая,"0, 1",1.0,Тип 2,Фреза,ГОСТ 17026-71,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
522,10.0,92.0,,,3.0,,,,22.0,,,,1,Б,90.0,Концевая,"0, 1",1.0,Тип 2,Фреза,ГОСТ 17026-71,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
523,10.0,92.0,,,3.0,,,,22.0,,,,1,Б,90.0,Концевая,"0, 1",1.0,Тип 2,Фреза,ГОСТ 17026-71,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
524,11.0,92.0,,,4.0,,,,22.0,,,,1,А,90.0,Концевая,"0, 1",1.0,Тип 1,Фреза,ГОСТ 17026-71,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
525,11.0,92.0,,,4.0,,,,22.0,,,,1,А,90.0,Концевая,"0, 1",1.0,Тип 1,Фреза,ГОСТ 17026-71,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
526,11.0,92.0,,,4.0,,,,22.0,,,,1,Б,90.0,Концевая,"0, 1",1.0,Тип 1,Фреза,ГОСТ 17026-71,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
527,11.0,92.0,,,4.0,,,,22.0,,,,1,Б,90.0,Концевая,"0, 1",1.0,Тип 1,Фреза,ГОСТ 17026-71,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
528,11.0,92.0,,,3.0,,,,22.0,,,,1,А,90.0,Концевая,"0, 1",1.0,Тип 2,Фреза,ГОСТ 17026-71,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
529,11.0,92.0,,,3.0,,,,22.0,,,,1,А,90.0,Концевая,"0, 1",1.0,Тип 2,Фреза,ГОСТ 17026-71,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
530,11.0,92.0,,,3.0,,,,22.0,,,,1,Б,90.0,Концевая,"0, 1",1.0,Тип 2,Фреза,ГОСТ 17026-71,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
531,11.0,92.0,,,3.0,,,,22.0,,,,1,Б,90.0,Концевая,"0, 1",1.0,Тип 2,Фреза,ГОСТ 17026-71,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
532,12.0,96.0,,,4.0,,,,26.0,,,,1,А,90.0,Концевая,"0, 1",1.0,Тип 1,Фреза,ГОСТ 17026-71,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
533,12.0,96.0,,,4.0,,,,26.0,,,,1,А,90.0,Концевая,"0, 1",1.0,Тип 1,Фреза,ГОСТ 17026-71,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
534,12.0,96.0,,,4.0,,,,26.0,,,,1,Б,90.0,Концевая,"0, 1",1.0,Тип 1,Фреза,ГОСТ 17026-71,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
535,12.0,96.0,,,4.0,,,,26.0,,,,1,Б,90.0,Концевая,"0, 1",1.0,Тип 1,Фреза,ГОСТ 17026-71,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
536,12.0,96.0,,,3.0,,,,26.0,,,,1,А,90.0,Концевая,"0, 1",1.0,Тип 2,Фреза,ГОСТ 17026-71,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
537,12.0,96.0,,,3.0,,,,26.0,,,,1,А,90.0,Концевая,"0, 1",1.0,Тип 2,Фреза,ГОСТ 17026-71,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
538,12.0,96.0,,,3.0,,,,26.0,,,,1,Б,90.0,Концевая,"0, 1",1.0,Тип 2,Фреза,ГОСТ 17026-71,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
539,12.0,96.0,,,3.0,,,,26.0,,,,1,Б,90.0,Концевая,"0, 1",1.0,Тип 2,Фреза,ГОСТ 17026-71,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
540,22.0,123.0,,,5.0,,,,38.0,,,,2,А,90.0,Концевая,"0, 1",1.0,Тип 1,Фреза,ГОСТ 17026-71,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
541,22.0,123.0,,,5.0,,,,38.0,,,,2,А,90.0,Концевая,"0, 1",1.0,Тип 1,Фреза,ГОСТ 17026-71,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
542,22.0,123.0,,,5.0,,,,38.0,,,,2,Б,90.0,Концевая,"0, 1",1.0,Тип 1,Фреза,ГОСТ 17026-71,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
543,22.0,123.0,,,5.0,,,,38.0,,,,2,Б,90.0,Концевая,"0, 1",1.0,Тип 1,Фреза,ГОСТ 17026-71,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
544,22.0,123.0,,,3.0,,,,38.0,,,,2,А,90.0,Концевая,"0, 1",1.0,Тип 2,Фреза,ГОСТ 17026-71,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
545,22.0,123.0,,,3.0,,,,38.0,,,,2,А,90.0,Концевая,"0, 1",1.0,Тип 2,Фреза,ГОСТ 17026-71,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
546,22.0,123.0,,,3.0,,,,38.0,,,,2,Б,90.0,Концевая,"0, 1",1.0,Тип 2,Фреза,ГОСТ 17026-71,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
547,22.0,123.0,,,3.0,,,,38.0,,,,2,Б,90.0,Концевая,"0, 1",1.0,Тип 2,Фреза,ГОСТ 17026-71,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
548,32.0,155.0,,,6.0,,,,53.0,,,,3,А,90.0,Концевая,"0, 1",1.0,Тип 1,Фреза,ГОСТ 17026-71,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
549,32.0,155.0,,,6.0,,,,53.0,,,,3,А,90.0,Концевая,"0, 1",1.0,Тип 1,Фреза,ГОСТ 17026-71,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
550,32.0,155.0,,,6.0,,,,53.0,,,,3,Б,90.0,Концевая,"0, 1",1.0,Тип 1,Фреза,ГОСТ 17026-71,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
551,32.0,155.0,,,6.0,,,,53.0,,,,3,Б,90.0,Концевая,"0, 1",1.0,Тип 1,Фреза,ГОСТ 17026-71,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
552,32.0,155.0,,,4.0,,,,53.0,,,,3,А,90.0,Концевая,"0, 1",1.0,Тип 2,Фреза,ГОСТ 17026-71,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
553,32.0,155.0,,,4.0,,,,53.0,,,,3,А,90.0,Концевая,"0, 1",1.0,Тип 2,Фреза,ГОСТ 17026-71,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
554,32.0,155.0,,,4.0,,,,53.0,,,,3,Б,90.0,Концевая,"0, 1",1.0,Тип 2,Фреза,ГОСТ 17026-71,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
555,32.0,155.0,,,4.0,,,,53.0,,,,3,Б,90.0,Концевая,"0, 1",1.0,Тип 2,Фреза,ГОСТ 17026-71,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
556,36.0,155.0,,,6.0,,,,53.0,,,,3,А,90.0,Концевая,"0, 1",1.0,Тип 1,Фреза,ГОСТ 17026-71,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
557,36.0,155.0,,,6.0,,,,53.0,,,,3,А,90.0,Концевая,"0, 1",1.0,Тип 1,Фреза,ГОСТ 17026-71,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
558,36.0,155.0,,,6.0,,,,53.0,,,,3,Б,90.0,Концевая,"0, 1",1.0,Тип 1,Фреза,ГОСТ 17026-71,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
559,36.0,155.0,,,6.0,,,,53.0,,,,3,Б,90.0,Концевая,"0, 1",1.0,Тип 1,Фреза,ГОСТ 17026-71,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
560,36.0,155.0,,,4.0,,,,53.0,,,,3,А,90.0,Концевая,"0, 1",1.0,Тип 2,Фреза,ГОСТ 17026-71,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
561,36.0,155.0,,,4.0,,,,53.0,,,,3,А,90.0,Концевая,"0, 1",1.0,Тип 2,Фреза,ГОСТ 17026-71,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
562,36.0,155.0,,,4.0,,,,53.0,,,,3,Б,90.0,Концевая,"0, 1",1.0,Тип 2,Фреза,ГОСТ 17026-71,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
563,36.0,155.0,,,4.0,,,,53.0,,,,3,Б,90.0,Концевая,"0, 1",1.0,Тип 2,Фреза,ГОСТ 17026-71,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
564,12.0,111.0,,,4.0,,,,26.0,,,,2,А,90.0,Концевая,"0, 1",1.0,Тип 1,Фреза,ГОСТ 17026-71,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
565,12.0,111.0,,,4.0,,,,26.0,,,,2,А,90.0,Концевая,"0, 1",1.0,Тип 1,Фреза,ГОСТ 17026-71,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
566,12.0,111.0,,,4.0,,,,26.0,,,,2,Б,90.0,Концевая,"0, 1",1.0,Тип 1,Фреза,ГОСТ 17026-71,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
567,12.0,111.0,,,4.0,,,,26.0,,,,2,Б,90.0,Концевая,"0, 1",1.0,Тип 1,Фреза,ГОСТ 17026-71,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
568,12.0,111.0,,,3.0,,,,26.0,,,,2,А,90.0,Концевая,"0, 1",1.0,Тип 2,Фреза,ГОСТ 17026-71,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
569,12.0,111.0,,,3.0,,,,26.0,,,,2,А,90.0,Концевая,"0, 1",1.0,Тип 2,Фреза,ГОСТ 17026-71,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
570,12.0,111.0,,,3.0,,,,26.0,,,,2,Б,90.0,Концевая,"0, 1",1.0,Тип 2,Фреза,ГОСТ 17026-71,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
571,12.0,111.0,,,3.0,,,,26.0,,,,2,Б,90.0,Концевая,"0, 1",1.0,Тип 2,Фреза,ГОСТ 17026-71,,,,,,,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
572,14.0,111.0,,,3.0,,,,26.0,,,,2,Б,90.0,Концевая,"0, 1",1.0,Тип 2,Фреза,ГОСТ 17026-71,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
573,16.0,117.0,,,3.0,,,,32.0,,,,2,Б,90.0,Концевая,"0, 1",1.0,Тип 2,Фреза,ГОСТ 17026-71,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
574,18.0,117.0,,,3.0,,,,32.0,,,,2,Б,90.0,Концевая,"0, 1",1.0,Тип 2,Фреза,ГОСТ 17026-71,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
575,20.0,140.0,,,3.0,,,,38.0,,,,3,Б,90.0,Концевая,"0, 1",1.0,Тип 2,Фреза,ГОСТ 17026-71,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
576,22.0,140.0,,,3.0,,,,38.0,,,,3,Б,90.0,Концевая,"0, 1",1.0,Тип 2,Фреза,ГОСТ 17026-71,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
577,25.0,147.0,,,3.0,,,,45.0,,,,3,Б,90.0,Концевая,"0, 1",1.0,Тип 2,Фреза,ГОСТ 17026-71,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
578,28.0,170.0,,,3.0,,,,45.0,,,,4,Б,90.0,Концевая,"0, 1",1.0,Тип 2,Фреза,ГОСТ 17026-71,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
579,32.0,178.0,,,4.0,,,,53.0,,,,4,Б,90.0,Концевая,"0, 1",1.0,Тип 2,Фреза,ГОСТ 17026-71,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
580,36.0,178.0,,,4.0,,,,53.0,,,,4,Б,90.0,Концевая,"0, 1",1.0,Тип 2,Фреза,ГОСТ 17026-71,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
581,40.0,188.0,,,4.0,,,,63.0,,,,4,Б,90.0,Концевая,"0, 1",1.0,Тип 2,Фреза,ГОСТ 17026-71,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
582,45.0,188.0,,,4.0,,,,63.0,,,,4,Б,90.0,Концевая,"0, 1",1.0,Тип 2,Фреза,ГОСТ 17026-71,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
583,45.0,221.0,,,4.0,,,,63.0,,,,5,Б,90.0,Концевая,"0, 1",1.0,Тип 2,Фреза,ГОСТ 17026-71,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
584,50.0,200.0,,,4.0,,,,75.0,,,,4,Б,90.0,Концевая,"0, 1",1.0,Тип 2,Фреза,ГОСТ 17026-71,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
585,50.0,233.0,,,4.0,,,,75.0,,,,5,Б,90.0,Концевая,"0, 1",1.0,Тип 2,Фреза,ГОСТ 17026-71,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
627,12.0,,,,6.0,,,,,,,,,,90.0,Концевая,1,2.0,,Фреза,ГОСТ 20534-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
586,56.0,200.0,,,5.0,,,,75.0,,,,4,Б,90.0,Концевая,"0, 1",1.0,Тип 2,Фреза,ГОСТ 17026-71,,,,,,,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 14:14:19.242421+00:00,2025-06-21 14:14:19.242421+00:00
