id,tool_id,D,d_1_,d_2_,l_,L,z,morse_taper,execution,fi_,mat_,group,D_1,d_,h_,l_1_,l_2_,r_,l_0_,reamer_type,fi_1_,gamma_,lambda_,reamer_taper,d_2_additional,created_at,updated_at
230,13474,26.0,,,22.0,220.0,6,3.0,1,5.0,"0,1,2,3,5,6,7",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
231,13475,26.0,,,22.0,220.0,6,3.0,1,15.0,"0,1,2,3,5,6,7",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
232,13476,27.0,,,22.0,220.0,6,3.0,1,5.0,"0,1,2,3,5,6,7",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
233,13477,27.0,,,22.0,220.0,6,3.0,1,15.0,"0,1,2,3,5,6,7",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
234,13478,28.0,,,22.0,240.0,6,3.0,1,5.0,"0,1,2,3,5,6,7",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
235,13479,28.0,,,22.0,240.0,6,3.0,1,15.0,"0,1,2,3,5,6,7",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
236,13480,10.0,,,16.0,140.0,4,1.0,2,15.0,"8,9,10,12",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
237,13481,11.0,,,16.0,140.0,4,1.0,2,15.0,"8,9,10,15",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
238,13482,12.0,,,16.0,150.0,4,1.0,2,15.0,"8,9,10,18",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
239,13483,13.0,,,16.0,150.0,4,1.0,2,15.0,"8,9,10,21",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
240,13484,14.0,,,16.0,160.0,4,1.0,2,15.0,"8,9,10,24",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
241,13485,15.0,,,16.0,160.0,4,1.0,2,15.0,"8,9,10,27",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
242,13486,26.0,,,22.0,220.0,6,3.0,2,15.0,"8,9,10,60",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
243,13487,27.0,,,22.0,220.0,6,3.0,2,15.0,"8,9,10,63",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
244,13488,28.0,,,22.0,240.0,6,3.0,2,15.0,"8,9,10,66",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
245,13489,10.0,,,16.0,140.0,4,1.0,1,15.0,"8,9,10,12",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
246,13490,11.0,,,16.0,140.0,4,1.0,1,15.0,"8,9,10,15",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
247,13491,12.0,,,16.0,150.0,4,1.0,1,15.0,"8,9,10,18",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
248,13492,13.0,,,16.0,150.0,4,1.0,1,15.0,"8,9,10,21",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
249,13493,14.0,,,16.0,160.0,4,1.0,1,15.0,"8,9,10,24",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
250,13494,15.0,,,16.0,160.0,4,1.0,1,15.0,"8,9,10,27",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
251,13495,26.0,,,22.0,220.0,6,3.0,1,15.0,"8,9,10,60",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
252,13496,27.0,,,22.0,220.0,6,3.0,1,15.0,"8,9,10,63",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
253,13497,28.0,,,22.0,240.0,6,3.0,1,15.0,"8,9,10,66",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
254,13498,10.0,,,16.0,140.0,4,1.0,1,5.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
255,13499,10.0,,,16.0,140.0,4,1.0,3,5.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
256,13500,10.0,,,16.0,140.0,4,1.0,4,5.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
257,13501,10.0,,,16.0,140.0,4,1.0,3,15.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
258,13502,10.0,,,16.0,140.0,4,1.0,1,15.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
259,13503,10.0,,,16.0,140.0,4,1.0,4,15.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
260,13504,10.0,,,16.0,140.0,4,1.0,3,45.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
261,13505,10.0,,,16.0,140.0,4,1.0,1,45.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
262,13506,10.0,,,16.0,140.0,4,1.0,4,45.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
263,13507,11.0,,,16.0,140.0,4,1.0,1,5.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
264,13508,12.0,,,16.0,150.0,4,1.0,1,5.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
265,13509,13.0,,,16.0,150.0,4,1.0,1,5.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
266,13510,14.0,,,16.0,160.0,4,1.0,1,5.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
267,13511,15.0,,,16.0,160.0,4,1.0,1,5.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
268,13512,16.0,,,19.0,170.0,6,2.0,1,5.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
269,13513,17.0,,,19.0,170.0,6,2.0,1,5.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
270,13514,18.0,,,19.0,180.0,6,2.0,1,5.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
271,13515,19.0,,,19.0,190.0,6,2.0,1,5.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
272,13516,20.0,,,19.0,190.0,6,2.0,1,5.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
273,13517,21.0,,,19.0,190.0,6,2.0,1,5.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
274,13518,22.0,,,19.0,200.0,6,2.0,1,5.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
275,13519,23.0,,,19.0,200.0,6,2.0,1,5.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
276,13520,24.0,,,19.0,210.0,6,3.0,1,5.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
277,13521,25.0,,,19.0,220.0,6,3.0,1,5.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
278,13522,26.0,,,22.0,220.0,6,3.0,1,5.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
279,13523,27.0,,,22.0,220.0,6,3.0,1,5.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
280,13524,28.0,,,22.0,240.0,6,3.0,1,5.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
281,13525,11.0,,,16.0,140.0,4,1.0,1,15.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
282,13526,12.0,,,16.0,150.0,4,1.0,1,15.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
283,13527,13.0,,,16.0,150.0,4,1.0,1,15.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
284,13528,14.0,,,16.0,160.0,4,1.0,1,15.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
285,13529,15.0,,,16.0,160.0,4,1.0,1,15.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
286,13530,16.0,,,19.0,170.0,6,2.0,1,15.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
287,13531,17.0,,,19.0,170.0,6,2.0,1,15.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
288,13532,18.0,,,19.0,180.0,6,2.0,1,15.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
289,13533,19.0,,,19.0,190.0,6,2.0,1,15.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
290,13534,20.0,,,19.0,190.0,6,2.0,1,15.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
291,13535,21.0,,,19.0,190.0,6,2.0,1,15.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
292,13536,22.0,,,19.0,200.0,6,2.0,1,15.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
293,13537,23.0,,,19.0,200.0,6,2.0,1,15.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
294,13538,24.0,,,19.0,210.0,6,3.0,1,15.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
295,13539,25.0,,,19.0,220.0,6,3.0,1,15.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
296,13540,26.0,,,22.0,220.0,6,3.0,1,15.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
297,13541,27.0,,,22.0,220.0,6,3.0,1,15.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
298,13542,28.0,,,22.0,240.0,6,3.0,1,15.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
299,13543,11.0,,,16.0,140.0,4,1.0,1,45.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
300,13544,12.0,,,16.0,150.0,4,1.0,1,45.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
301,13545,13.0,,,16.0,150.0,4,1.0,1,45.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
302,13546,14.0,,,16.0,160.0,4,1.0,1,45.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
303,13547,15.0,,,16.0,160.0,4,1.0,1,45.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
304,13548,16.0,,,19.0,170.0,6,2.0,1,45.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
305,13549,17.0,,,19.0,170.0,6,2.0,1,45.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
306,13550,18.0,,,19.0,180.0,6,2.0,1,45.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
307,13551,19.0,,,19.0,190.0,6,2.0,1,45.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
308,13552,20.0,,,19.0,190.0,6,2.0,1,45.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
309,13553,21.0,,,19.0,190.0,6,2.0,1,45.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
310,13554,22.0,,,19.0,200.0,6,2.0,1,45.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
311,13555,23.0,,,19.0,200.0,6,2.0,1,45.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
312,13556,24.0,,,19.0,210.0,6,3.0,1,45.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
313,13557,25.0,,,19.0,220.0,6,3.0,1,45.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
314,13558,26.0,,,22.0,220.0,6,3.0,1,45.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
315,13559,27.0,,,22.0,220.0,6,3.0,1,45.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
316,13560,28.0,,,22.0,240.0,6,3.0,1,45.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
317,13561,23.0,,,19.0,200.0,6,2.0,1,5.0,"0,1,2,3,5,6,7",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
318,13562,23.0,,,19.0,200.0,6,2.0,1,15.0,"0,1,2,3,5,6,7",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
319,13563,23.0,,,19.0,200.0,6,2.0,1,45.0,"0,1,2,3,5,6,7",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
320,13564,16.0,,,19.0,170.0,6,2.0,2,15.0,"8,9,10,30",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
321,13565,17.0,,,19.0,170.0,6,2.0,2,15.0,"8,9,10,33",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
322,13566,18.0,,,19.0,180.0,6,2.0,2,15.0,"8,9,10,36",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
323,13567,19.0,,,19.0,190.0,6,2.0,2,15.0,"8,9,10,39",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
324,13568,20.0,,,19.0,190.0,6,2.0,2,15.0,"8,9,10,42",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
325,13569,21.0,,,19.0,190.0,6,2.0,2,15.0,"8,9,10,45",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
326,13570,22.0,,,19.0,200.0,6,2.0,2,15.0,"8,9,10,48",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
327,13571,23.0,,,19.0,200.0,6,2.0,2,15.0,"8,9,10,51",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
328,13572,24.0,,,19.0,210.0,6,3.0,2,15.0,"8,9,10,54",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
329,13573,25.0,,,19.0,220.0,6,3.0,2,15.0,"8,9,10,57",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
330,13574,16.0,,,19.0,170.0,6,2.0,1,15.0,"8,9,10,30",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
331,13575,17.0,,,19.0,170.0,6,2.0,1,15.0,"8,9,10,33",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
332,13576,18.0,,,19.0,180.0,6,2.0,1,15.0,"8,9,10,36",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
333,13577,19.0,,,19.0,190.0,6,2.0,1,15.0,"8,9,10,39",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
334,13578,20.0,,,19.0,190.0,6,2.0,1,15.0,"8,9,10,42",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
335,13579,21.0,,,19.0,190.0,6,2.0,1,15.0,"8,9,10,45",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
336,13580,22.0,,,19.0,200.0,6,2.0,1,15.0,"8,9,10,48",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
337,13581,23.0,,,19.0,200.0,6,2.0,1,15.0,"8,9,10,51",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
338,13582,24.0,,,19.0,210.0,6,3.0,1,15.0,"8,9,10,54",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
339,13583,25.0,,,19.0,220.0,6,3.0,1,15.0,"8,9,10,57",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
340,13584,11.0,,,16.0,140.0,4,1.0,3,5.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
341,13585,12.0,,,16.0,150.0,4,1.0,3,5.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
342,13586,13.0,,,16.0,150.0,4,1.0,3,5.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
343,13587,14.0,,,16.0,160.0,4,1.0,3,5.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
344,13588,15.0,,,16.0,160.0,4,1.0,3,5.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
345,13589,16.0,,,19.0,170.0,6,2.0,3,5.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
346,13590,17.0,,,19.0,170.0,6,2.0,3,5.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
347,13591,18.0,,,19.0,180.0,6,2.0,3,5.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
348,13592,19.0,,,19.0,190.0,6,2.0,3,5.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
349,13593,20.0,,,19.0,190.0,6,2.0,3,5.0,4,Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
