id,tool_id,D,d_1_,d_2_,l_,L,z,morse_taper,execution,fi_,mat_,group,D_1,d_,h_,l_1_,l_2_,r_,l_0_,reamer_type,fi_1_,gamma_,lambda_,reamer_taper,d_2_additional,created_at,updated_at
118,13362,25.0,,,115.0,231.0,8,,2,1.0,,,,25.0,,28.0,90.0,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
119,13363,26.0,,,115.0,231.0,8,,2,1.0,,,,26.0,,31.0,90.0,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
120,13364,27.0,,,124.0,247.0,8,,2,1.0,,,,27.0,,31.0,100.0,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
121,13365,28.0,,,124.0,247.0,8,,2,1.0,,,,28.0,,31.0,100.0,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
122,13366,30.0,,,124.0,247.0,10,,2,1.0,,,,30.0,,35.0,100.0,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
123,13367,32.0,,,133.0,265.0,10,,2,1.0,,,,32.0,,35.0,110.0,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
124,13368,34.0,,,142.0,284.0,10,,2,1.0,,,,34.0,,38.0,120.0,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
125,13369,35.0,,,142.0,284.0,10,,2,1.0,,,,35.0,,38.0,120.0,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
126,13370,36.0,,,142.0,284.0,10,,2,1.0,,,,36.0,,38.0,120.0,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
127,13371,37.0,,,152.0,305.0,12,,2,1.0,,,,37.0,,38.0,125.0,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
128,13372,38.0,,,152.0,305.0,12,,2,1.0,,,,38.0,,38.0,125.0,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
129,13373,40.0,,,152.0,305.0,12,,2,1.0,,,,40.0,,42.0,125.0,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
130,13374,42.0,,,152.0,305.0,12,,2,1.0,,,,42.0,,42.0,125.0,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
131,13375,44.0,,,163.0,326.0,12,,2,1.0,,,,44.0,,47.0,130.0,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
132,13376,45.0,,,163.0,326.0,12,,2,1.0,,,,45.0,,47.0,130.0,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
133,13377,46.0,,,163.0,326.0,12,,2,1.0,,,,46.0,,47.0,130.0,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
134,13378,47.0,,,163.0,326.0,12,,2,1.0,,,,47.0,,47.0,130.0,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
135,13379,48.0,,,174.0,347.0,12,,2,1.0,,,,48.0,,47.0,135.0,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
136,13380,50.0,,,174.0,347.0,12,,2,1.0,,,,50.0,,47.0,135.0,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
137,13381,52.0,,,174.0,347.0,12,,2,1.0,,,,52.0,,52.0,135.0,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
138,13382,55.0,,,184.0,367.0,12,,2,1.0,,,,55.0,,52.0,145.0,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
139,13383,56.0,,,184.0,367.0,12,,2,1.0,,,,56.0,,52.0,145.0,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
140,13384,58.0,,,184.0,367.0,12,,2,1.0,,,,58.0,,52.0,145.0,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
141,13385,60.0,,,184.0,367.0,12,,2,1.0,,,,60.0,,52.0,145.0,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
142,13386,62.0,,,194.0,387.0,12,,2,1.0,,,,62.0,,57.0,150.0,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
143,13387,63.0,,,194.0,387.0,12,,2,1.0,,,,63.0,,57.0,150.0,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
144,13388,67.0,,,194.0,387.0,12,,2,1.0,,,,67.0,,57.0,150.0,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
145,13389,71.0,,,203.0,406.0,12,,2,1.0,,,,71.0,,57.0,160.0,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
146,13390,10.0,,,16.0,140.0,4,1.0,1,45.0,"0,1,2,3,5,6,7",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
147,13391,11.0,,,16.0,140.0,4,1.0,1,45.0,"0,1,2,3,5,6,7",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
148,13392,12.0,,,16.0,150.0,4,1.0,1,45.0,"0,1,2,3,5,6,7",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
149,13393,13.0,,,16.0,150.0,4,1.0,1,45.0,"0,1,2,3,5,6,7",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
150,13394,14.0,,,16.0,160.0,4,1.0,1,45.0,"0,1,2,3,5,6,7",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
151,13395,15.0,,,16.0,160.0,4,1.0,1,45.0,"0,1,2,3,5,6,7",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
152,13396,16.0,,,19.0,170.0,6,2.0,1,45.0,"0,1,2,3,5,6,7",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
153,13397,17.0,,,19.0,170.0,6,2.0,1,45.0,"0,1,2,3,5,6,7",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
154,13398,18.0,,,19.0,180.0,6,2.0,1,45.0,"0,1,2,3,5,6,7",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
155,13399,19.0,,,19.0,190.0,6,2.0,1,45.0,"0,1,2,3,5,6,7",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
156,13400,20.0,,,19.0,190.0,6,2.0,1,45.0,"0,1,2,3,5,6,7",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
157,13401,21.0,,,19.0,190.0,6,2.0,1,45.0,"0,1,2,3,5,6,7",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
158,13402,22.0,,,19.0,200.0,6,2.0,1,45.0,"0,1,2,3,5,6,7",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
159,13403,24.0,,,19.0,210.0,6,3.0,1,45.0,"0,1,2,3,5,6,7",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
160,13404,25.0,,,19.0,220.0,6,3.0,1,45.0,"0,1,2,3,5,6,7",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
161,13405,26.0,,,22.0,220.0,6,3.0,1,45.0,"0,1,2,3,5,6,7",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
162,13406,27.0,,,22.0,220.0,6,3.0,1,45.0,"0,1,2,3,5,6,7",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
163,13407,28.0,,,22.0,240.0,6,3.0,1,45.0,"0,1,2,3,5,6,7",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
164,13408,10.0,,,16.0,140.0,4,1.0,1,5.0,"0,1,2,3,5,6,7",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
165,13409,10.0,,,16.0,140.0,4,1.0,1,15.0,"0,1,2,3,5,6,7",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
166,13410,11.0,,,16.0,140.0,4,1.0,1,5.0,"0,1,2,3,5,6,7",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
167,13411,11.0,,,16.0,140.0,4,1.0,1,15.0,"0,1,2,3,5,6,7",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
168,13412,12.0,,,16.0,150.0,4,1.0,1,5.0,"0,1,2,3,5,6,7",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
169,13413,12.0,,,16.0,150.0,4,1.0,1,15.0,"0,1,2,3,5,6,7",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
170,13414,13.0,,,16.0,150.0,4,1.0,1,5.0,"0,1,2,3,5,6,7",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
171,13415,13.0,,,16.0,150.0,4,1.0,1,15.0,"0,1,2,3,5,6,7",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
172,13416,14.0,,,16.0,160.0,4,1.0,1,5.0,"0,1,2,3,5,6,7",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
173,13417,14.0,,,16.0,160.0,4,1.0,1,15.0,"0,1,2,3,5,6,7",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
174,13418,15.0,,,16.0,160.0,4,1.0,1,5.0,"0,1,2,3,5,6,7",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
175,13419,15.0,,,16.0,160.0,4,1.0,1,15.0,"0,1,2,3,5,6,7",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
176,13420,16.0,,,19.0,170.0,6,2.0,1,5.0,"0,1,2,3,5,6,7",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
177,13421,16.0,,,19.0,170.0,6,2.0,1,15.0,"0,1,2,3,5,6,7",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
178,13422,17.0,,,19.0,170.0,6,2.0,1,5.0,"0,1,2,3,5,6,7",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
179,13423,17.0,,,19.0,170.0,6,2.0,1,15.0,"0,1,2,3,5,6,7",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
180,13424,18.0,,,19.0,180.0,6,2.0,1,5.0,"0,1,2,3,5,6,7",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
181,13425,18.0,,,19.0,180.0,6,2.0,1,15.0,"0,1,2,3,5,6,7",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
182,13426,19.0,,,19.0,190.0,6,2.0,1,5.0,"0,1,2,3,5,6,7",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
183,13427,19.0,,,19.0,190.0,6,2.0,1,15.0,"0,1,2,3,5,6,7",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
184,13428,20.0,,,19.0,190.0,6,2.0,1,5.0,"0,1,2,3,5,6,7",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
185,13429,20.0,,,19.0,190.0,6,2.0,1,15.0,"0,1,2,3,5,6,7",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
186,13430,34.0,13.0,21.0,36.0,22.0,6,,1,45.0,"0,1,2,3,5,6,7",Тип 2,,,,45.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
187,13431,35.0,13.0,21.0,36.0,22.0,6,,1,45.0,"0,1,2,3,5,6,7",Тип 2,,,,45.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
188,13432,36.0,16.0,27.0,40.0,22.0,8,,1,45.0,"0,1,2,3,5,6,7",Тип 2,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
189,13433,38.0,16.0,27.0,40.0,22.0,8,,1,45.0,"0,1,2,3,5,6,7",Тип 2,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
190,13434,40.0,16.0,27.0,40.0,22.0,8,,1,45.0,"0,1,2,3,5,6,7",Тип 2,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
191,13435,42.0,16.0,27.0,40.0,22.0,10,,1,45.0,"0,1,2,3,5,6,7",Тип 2,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
192,13436,45.0,16.0,27.0,40.0,22.0,10,,1,45.0,"0,1,2,3,5,6,7",Тип 2,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
193,13437,48.0,19.0,32.0,45.0,25.0,10,,1,45.0,"0,1,2,3,5,6,7",Тип 2,,,,56.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
194,13438,50.0,19.0,32.0,45.0,25.0,10,,1,45.0,"0,1,2,3,5,6,7",Тип 2,,,,56.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
195,13439,32.0,13.0,21.0,36.0,22.0,6,,1,5.0,"0,1,2,3,5,6,7",Тип 2,,,,45.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
196,13440,32.0,13.0,21.0,36.0,22.0,6,,1,15.0,"0,1,2,3,5,6,7",Тип 2,,,,45.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
197,13441,32.0,13.0,21.0,36.0,22.0,6,,1,45.0,"0,1,2,3,5,6,7",Тип 2,,,,45.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
198,13442,34.0,13.0,21.0,36.0,22.0,6,,1,5.0,"0,1,2,3,5,6,7",Тип 2,,,,45.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
199,13443,34.0,13.0,21.0,36.0,22.0,6,,1,15.0,"0,1,2,3,5,6,7",Тип 2,,,,45.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
200,13444,35.0,13.0,21.0,36.0,22.0,6,,1,5.0,"0,1,2,3,5,6,7",Тип 2,,,,45.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
201,13445,35.0,13.0,21.0,36.0,22.0,6,,1,15.0,"0,1,2,3,5,6,7",Тип 2,,,,45.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
202,13446,36.0,16.0,27.0,40.0,22.0,8,,1,5.0,"0,1,2,3,5,6,7",Тип 2,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
203,13447,36.0,16.0,27.0,40.0,22.0,8,,1,15.0,"0,1,2,3,5,6,7",Тип 2,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
204,13448,38.0,16.0,27.0,40.0,22.0,8,,1,5.0,"0,1,2,3,5,6,7",Тип 2,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
205,13449,38.0,16.0,27.0,40.0,22.0,8,,1,15.0,"0,1,2,3,5,6,7",Тип 2,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
206,13450,40.0,16.0,27.0,40.0,22.0,8,,1,5.0,"0,1,2,3,5,6,7",Тип 2,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
207,13451,40.0,16.0,27.0,40.0,22.0,8,,1,15.0,"0,1,2,3,5,6,7",Тип 2,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
208,13452,42.0,16.0,27.0,40.0,22.0,10,,1,5.0,"0,1,2,3,5,6,7",Тип 2,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
209,13453,42.0,16.0,27.0,40.0,22.0,10,,1,15.0,"0,1,2,3,5,6,7",Тип 2,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
210,13454,45.0,16.0,27.0,40.0,22.0,10,,1,5.0,"0,1,2,3,5,6,7",Тип 2,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
211,13455,45.0,16.0,27.0,40.0,22.0,10,,1,15.0,"0,1,2,3,5,6,7",Тип 2,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
212,13456,48.0,19.0,32.0,45.0,25.0,10,,1,5.0,"0,1,2,3,5,6,7",Тип 2,,,,56.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
213,13457,48.0,19.0,32.0,45.0,25.0,10,,1,15.0,"0,1,2,3,5,6,7",Тип 2,,,,56.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
214,13458,50.0,19.0,32.0,45.0,25.0,10,,1,5.0,"0,1,2,3,5,6,7",Тип 2,,,,56.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
215,13459,50.0,19.0,32.0,45.0,25.0,10,,1,15.0,"0,1,2,3,5,6,7",Тип 2,,,,56.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
216,13460,44.0,16.0,27.0,40.0,22.0,10,,1,5.0,"0,1,2,3,5,6,7",Тип 2,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
217,13461,44.0,16.0,27.0,40.0,22.0,10,,1,15.0,"0,1,2,3,5,6,7",Тип 2,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
218,13462,44.0,16.0,27.0,40.0,22.0,10,,1,45.0,"0,1,2,3,5,6,7",Тип 2,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
219,13463,46.0,19.0,32.0,45.0,25.0,10,,1,5.0,"0,1,2,3,5,6,7",Тип 2,,,,56.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
220,13464,46.0,19.0,32.0,45.0,25.0,10,,1,15.0,"0,1,2,3,5,6,7",Тип 2,,,,56.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
221,13465,46.0,19.0,32.0,45.0,25.0,10,,1,45.0,"0,1,2,3,5,6,7",Тип 2,,,,56.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
222,13466,21.0,,,19.0,190.0,6,2.0,1,5.0,"0,1,2,3,5,6,7",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
223,13467,21.0,,,19.0,190.0,6,2.0,1,15.0,"0,1,2,3,5,6,7",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
224,13468,22.0,,,19.0,200.0,6,2.0,1,5.0,"0,1,2,3,5,6,7",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
225,13469,22.0,,,19.0,200.0,6,2.0,1,15.0,"0,1,2,3,5,6,7",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
226,13470,24.0,,,19.0,210.0,6,3.0,1,5.0,"0,1,2,3,5,6,7",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
227,13471,24.0,,,19.0,210.0,6,3.0,1,15.0,"0,1,2,3,5,6,7",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
228,13472,25.0,,,19.0,220.0,6,3.0,1,5.0,"0,1,2,3,5,6,7",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
229,13473,25.0,,,19.0,220.0,6,3.0,1,15.0,"0,1,2,3,5,6,7",Тип 1,,,,,,0.2,,Цилиндрическая,0.0,0.0,0.0,,,2025-06-22 16:29:29.580551+00:00,2025-06-22 16:29:29.580551+00:00
