index,Обозначение,a_,D,d_1_,d_2_,l_,L,f_,z,Конус_Морзе,Исполнение,fi_,Группа,Тип_инструмента,Стандарт,D_1,P,d_,Направление,B,K,Точность,D_2,l_1_,Серия,omega_,r_,D_ном.,D_1_доп.,D_2_доп.,L_1,L_2,L_3,L_3_доп.,Разряд,Тип_хвостовика,l_откл._,L_откл.,r_откл._,l_0_,k_,K_откл.,a_откл._
11759,2302-0952,0.4,8.5,7.99,,75.0,155.0,0.75,2.0,1.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,3.4,Нормальная,,80.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11760,2302-0953,0.4,8.8,8.27,,80.0,160.0,0.75,2.0,1.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,3.6,Нормальная,,85.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11761,2302-0954,0.4,9.0,8.46,,80.0,160.0,0.75,2.0,1.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,3.6,Нормальная,,85.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11762,2302-0955,0.45,9.2,8.65,,80.0,160.0,0.75,2.0,1.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,3.6,Нормальная,,85.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11763,2302-0956,0.45,9.5,8.93,,80.0,160.0,0.75,2.0,1.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,3.6,Нормальная,,85.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11764,2302-0957,0.45,9.8,9.22,,90.0,170.0,0.75,2.0,1.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,3.8,Нормальная,,95.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11765,2302-0958,0.45,10.0,9.4,,90.0,170.0,0.75,2.0,1.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,3.8,Нормальная,,95.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11766,2302-0959,0.5,10.2,9.6,,90.0,170.0,1.0,2.0,1.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,4.1,Нормальная,,95.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11767,2302-0961,0.5,10.5,9.9,,90.0,170.0,1.0,2.0,1.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,4.1,Нормальная,,95.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11768,2302-0962,0.5,10.8,10.2,,95.0,175.0,1.0,2.0,1.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,4.1,Нормальная,,100.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11769,2302-0963,0.5,11.0,10.3,,95.0,175.0,1.0,2.0,1.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,4.1,Нормальная,,100.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11770,2302-0964,0.5,11.2,10.5,,95.0,175.0,1.0,2.0,1.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,4.5,Нормальная,,100.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11771,2302-0965,0.5,11.5,10.8,,95.0,175.0,1.0,2.0,1.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,4.5,Нормальная,,100.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11772,2302-0966,0.5,11.8,11.1,,95.0,175.0,1.0,2.0,1.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,4.5,Нормальная,,100.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11773,2302-0967,0.5,12.0,11.3,,100.0,180.0,1.0,2.0,1.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,4.5,Нормальная,,105.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11774,2302-0968,0.5,12.2,11.5,,100.0,180.0,1.0,2.0,1.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,4.5,Нормальная,,105.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11775,2302-0969,0.5,12.5,11.8,,100.0,180.0,1.0,2.0,1.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,4.5,Нормальная,,105.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11776,2302-0971,0.55,12.8,12.0,,100.0,180.0,1.0,2.0,1.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,4.5,Нормальная,,105.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11777,2302-0972,0.55,13.0,12.3,,100.0,180.0,1.0,2.0,1.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,4.8,Нормальная,,105.0,,,,,,,,,,,,,,,,,,"+0,20/-0,10",-0.06
11778,2302-0973,0.55,13.2,12.5,,100.0,180.0,1.0,2.0,1.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,4.8,Нормальная,,105.0,,,,,,,,,,,,,,,,,,"+0,20/-0,10",-0.06
11779,2302-0974,0.55,13.5,12.8,,110.0,190.0,1.0,2.0,1.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,4.8,Нормальная,,115.0,,,,,,,,,,,,,,,,,,"+0,20/-0,10",-0.06
11780,2302-0975,0.55,13.8,13.0,,110.0,190.0,1.0,2.0,1.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,4.8,Нормальная,,115.0,,,,,,,,,,,,,,,,,,"+0,20/-0,10",-0.06
11781,2302-0976,0.55,14.0,13.3,,110.0,190.0,1.0,2.0,2.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,5.1,Нормальная,,115.0,,,,,,,,,,,,,,,,,,"+0,25/-0,10",-0.06
11782,2302-0977,0.55,14.25,13.55,,115.0,215.0,1.0,2.0,2.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,5.1,Нормальная,,120.0,,,,,,,,,,,,,,,,,,"+0,25/-0,10",-0.06
11783,2302-0978,0.55,14.5,13.8,,115.0,215.0,1.0,2.0,2.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,5.1,Нормальная,,120.0,,,,,,,,,,,,,,,,,,"+0,25/-0,10",-0.06
11784,2302-0979,0.55,14.75,14.05,,115.0,215.0,1.0,2.0,2.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,5.1,Нормальная,,120.0,,,,,,,,,,,,,,,,,,"+0,25/-0,10",-0.06
11785,2302-0981,0.55,15.0,14.2,,115.0,215.0,1.0,2.0,2.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,5.1,Нормальная,,120.0,,,,,,,,,,,,,,,,,,"+0,25/-0,10",-0.06
11786,2302-0982,0.6,15.25,14.45,,120.0,220.0,1.25,2.0,2.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,5.3,Нормальная,,125.0,,,,,,,,,,,,,,,,,,"+0,25/-0,10",-0.06
11787,2302-0983,0.6,15.4,14.6,,120.0,220.0,1.25,2.0,2.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,5.3,Нормальная,,125.0,,,,,,,,,,,,,,,,,,"+0,25/-0,10",-0.06
11788,2302-0984,0.6,15.5,14.7,,120.0,220.0,1.25,2.0,2.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,5.3,Нормальная,,125.0,,,,,,,,,,,,,,,,,,"+0,25/-0,10",-0.06
11789,2302-0985,0.6,15.75,14.95,,120.0,220.0,1.25,2.0,2.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,5.3,Нормальная,,125.0,,,,,,,,,,,,,,,,,,"+0,25/-0,10",-0.06
11790,2302-0986,0.6,16.0,15.2,,120.0,220.0,1.25,2.0,2.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,5.3,Нормальная,,125.0,,,,,,,,,,,,,,,,,,"+0,25/-0,10",-0.06
11791,2302-0987,0.6,16.25,15.5,,125.0,225.0,1.25,2.0,2.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,,Нормальная,,130.0,,,,,,,,,,,,,,,,,,"+0,25/-0,10",-0.06
11792,2302-0988,0.6,16.5,15.7,,125.0,225.0,1.25,2.0,2.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,5.8,Нормальная,,130.0,,,,,,,,,,,,,,,,,,"+0,25/-0,10",-0.06
11793,2302-0989,0.6,15.75,15.95,,125.0,225.0,1.25,2.0,2.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,5.8,Нормальная,,130.0,,,,,,,,,,,,,,,,,,"+0,25/-0,10",-0.06
11794,2302-0991,0.6,17.0,16.1,,125.0,225.0,1.25,2.0,2.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,5.8,Нормальная,,130.0,,,,,,,,,,,,,,,,,,"+0,25/-0,10",-0.06
11795,2302-0992,0.6,17.25,16.3,,130.0,230.0,1.25,2.0,2.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,6.2,Нормальная,,135.0,,,,,,,,,,,,,,,,,,"+0,30/-0,10",-0.06
11796,2302-0993,0.6,17.4,16.4,,130.0,230.0,1.25,2.0,2.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,6.2,Нормальная,,135.0,,,,,,,,,,,,,,,,,,"+0,30/-0,10",-0.06
11797,2302-0994,0.6,17.5,16.5,,130.0,230.0,1.25,2.0,2.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,6.2,Нормальная,,135.0,,,,,,,,,,,,,,,,,,"+0,30/-0,10",-0.06
11798,2302-0995,0.6,17.75,16.75,,130.0,230.0,1.25,2.0,2.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,6.2,Нормальная,,135.0,,,,,,,,,,,,,,,,,,"+0,30/-0,10",-0.06
11799,2302-0996,0.6,18.0,17.0,,130.0,230.0,1.25,2.0,2.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,6.2,Нормальная,,135.0,,,,,,,,,,,,,,,,,,"+0,30/-0,10",-0.06
11800,2302-0997,0.65,18.25,17.2,,135.0,235.0,1.25,2.0,2.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,6.5,Нормальная,,140.0,,,,,,,,,,,,,,,,,,"+0,30/-0,15",-0.06
11801,2302-0998,0.65,18.5,17.5,,135.0,235.0,1.25,2.0,2.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,6.5,Нормальная,,140.0,,,,,,,,,,,,,,,,,,"+0,30/-0,15",-0.06
11802,2302-0999,0.65,18.75,17.7,,135.0,235.0,1.25,2.0,2.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,6.5,Нормальная,,140.0,,,,,,,,,,,,,,,,,,"+0,30/-0,15",-0.06
11803,2302-1001,0.65,19.0,18.0,,135.0,235.0,1.25,2.0,2.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,6.5,Нормальная,,140.0,,,,,,,,,,,,,,,,,,"+0,30/-0,15",-0.06
11804,2302-1002,0.65,19.25,18.2,,140.0,240.0,1.25,2.0,2.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,6.8,Нормальная,,145.0,,,,,,,,,,,,,,,,,,"+0,30/-0,15",-0.06
11805,2302-1003,0.65,19.4,18.4,,140.0,240.0,1.25,2.0,2.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,6.8,Нормальная,,145.0,,,,,,,,,,,,,,,,,,"+0,30/-0,15",-0.06
11806,2302-1004,0.65,19.5,18.5,,140.0,240.0,1.25,2.0,2.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,6.8,Нормальная,,145.0,,,,,,,,,,,,,,,,,,"+0,30/-0,15",-0.06
11807,2302-1005,0.65,19.75,18.7,,140.0,240.0,1.25,2.0,2.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,6.8,Нормальная,,145.0,,,,,,,,,,,,,,,,,,"+0,30/-0,15",-0.06
11808,2302-1006,0.65,20.0,18.8,,140.0,240.0,1.5,2.0,2.0,,62.5,Тип 2,Сверло,ГОСТ 20697-75,,,,,,6.8,Нормальная,,145.0,,,,,,,,,,,,,,,,,,"+0,30/-0,15",-0.06
11809,2302-1031,0.25,6.0,5.64,,30.0,105.0,0.75,2.0,1.0,,62.5,Тип 1,Сверло,ГОСТ 20696-75,,,,,,2.3,Повышенная,,35.0,,,,,,,,,,,,,,,,,,"+0,15/-0,06",-0.05
11810,2302-1032,0.3,6.2,5.83,,32.0,105.0,0.75,2.0,1.0,,62.5,Тип 1,Сверло,ГОСТ 20696-75,,,,,,2.5,Повышенная,,38.0,,,,,,,,,,,,,,,,,,"+0,15/-0,06",-0.05
11811,2302-1033,0.3,6.5,6.11,,32.0,105.0,0.75,2.0,1.0,,62.5,Тип 1,Сверло,ГОСТ 20696-75,,,,,,2.5,Повышенная,,38.0,,,,,,,,,,,,,,,,,,"+0,15/-0,06",-0.05
11812,2302-1034,0.3,6.8,6.4,,35.0,110.0,0.75,2.0,1.0,,62.5,Тип 1,Сверло,ГОСТ 20696-75,,,,,,2.7,Повышенная,,40.0,,,,,,,,,,,,,,,,,,"+0,18/-0,08",-0.05
11813,2302-1035,0.3,7.0,6.58,,35.0,110.0,0.75,2.0,1.0,,62.5,Тип 1,Сверло,ГОСТ 20696-75,,,,,,2.7,Повышенная,,40.0,,,,,,,,,,,,,,,,,,"+0,18/-0,08",-0.05
11814,2302-1036,0.35,7.2,6.77,,35.0,110.0,0.75,2.0,1.0,,62.5,Тип 1,Сверло,ГОСТ 20696-75,,,,,,3.0,Повышенная,,40.0,,,,,,,,,,,,,,,,,,"+0,18/-0,08",-0.06
11815,2302-1037,0.35,7.5,7.05,,35.0,110.0,0.75,2.0,1.0,,62.5,Тип 1,Сверло,ГОСТ 20696-75,,,,,,3.0,Повышенная,,40.0,,,,,,,,,,,,,,,,,,"+0,18/-0,08",-0.06
11816,2302-1038,0.35,7.8,7.33,,40.0,115.0,0.75,2.0,1.0,,62.5,Тип 1,Сверло,ГОСТ 20696-75,,,,,,3.2,Повышенная,,45.0,,,,,,,,,,,,,,,,,,"+0,18/-0,08",-0.06
11817,2302-1039,0.35,8.0,7.52,,40.0,115.0,0.75,2.0,1.0,,62.5,Тип 1,Сверло,ГОСТ 20696-75,,,,,,3.2,Повышенная,,45.0,,,,,,,,,,,,,,,,,,"+0,18/-0,08",-0.06
11818,2302-1041,0.4,8.2,7.71,,40.0,115.0,0.75,2.0,1.0,,62.5,Тип 1,Сверло,ГОСТ 20696-75,,,,,,3.4,Повышенная,,45.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11819,2302-1042,0.4,8.5,7.99,,40.0,115.0,0.75,2.0,1.0,,62.5,Тип 1,Сверло,ГОСТ 20696-75,,,,,,3.4,Повышенная,,45.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11820,2302-1043,0.4,8.8,8.27,,40.0,115.0,0.75,2.0,1.0,,62.5,Тип 1,Сверло,ГОСТ 20696-75,,,,,,3.6,Повышенная,,45.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11821,2302-1044,0.4,9.0,8.46,,40.0,115.0,0.75,2.0,1.0,,62.5,Тип 1,Сверло,ГОСТ 20696-75,,,,,,3.6,Повышенная,,45.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11822,2302-1045,0.45,9.2,8.65,,40.0,115.0,0.75,2.0,1.0,,62.5,Тип 1,Сверло,ГОСТ 20696-75,,,,,,3.6,Повышенная,,45.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11823,2302-1046,0.45,9.5,8.93,,40.0,115.0,0.75,2.0,1.0,,62.5,Тип 1,Сверло,ГОСТ 20696-75,,,,,,3.6,Повышенная,,45.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11824,2302-1047,0.45,9.8,9.22,,45.0,125.0,0.75,2.0,1.0,,62.5,Тип 1,Сверло,ГОСТ 20696-75,,,,,,3.8,Повышенная,,50.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11825,2302-1048,0.45,10.0,9.4,,45.0,125.0,0.75,2.0,1.0,,62.5,Тип 1,Сверло,ГОСТ 20696-75,,,,,,3.8,Повышенная,,50.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11826,2302-1049,0.5,10.2,9.6,,45.0,125.0,1.0,2.0,1.0,,62.5,Тип 1,Сверло,ГОСТ 20696-75,,,,,,4.1,Повышенная,,50.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11827,2302-1051,0.5,10.5,9.9,,45.0,125.0,1.0,2.0,1.0,,62.5,Тип 1,Сверло,ГОСТ 20696-75,,,,,,4.1,Повышенная,,50.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11828,2302-1052,0.5,10.8,10.2,,50.0,130.0,1.0,2.0,1.0,,62.5,Тип 1,Сверло,ГОСТ 20696-75,,,,,,4.1,Повышенная,,55.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11829,2302-1053,0.5,11.0,10.3,,50.0,130.0,1.0,2.0,1.0,,62.5,Тип 1,Сверло,ГОСТ 20696-75,,,,,,4.5,Повышенная,,55.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11830,2302-1054,0.5,11.2,10.5,,50.0,130.0,1.0,2.0,1.0,,62.5,Тип 1,Сверло,ГОСТ 20696-75,,,,,,4.5,Повышенная,,55.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11831,2302-1055,0.5,11.5,10.8,,50.0,130.0,1.0,2.0,1.0,,62.5,Тип 1,Сверло,ГОСТ 20696-75,,,,,,4.5,Повышенная,,55.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11832,2302-1056,0.5,11.8,11.1,,50.0,130.0,1.0,2.0,1.0,,62.5,Тип 1,Сверло,ГОСТ 20696-75,,,,,,4.5,Повышенная,,55.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11833,2302-1057,0.5,12.0,11.3,,50.0,130.0,1.0,2.0,1.0,,62.5,Тип 1,Сверло,ГОСТ 20696-75,,,,,,4.5,Повышенная,,55.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11834,2302-1058,0.5,12.2,11.5,,50.0,130.0,1.0,2.0,1.0,,62.5,Тип 1,Сверло,ГОСТ 20696-75,,,,,,4.5,Повышенная,,55.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11835,2302-1059,0.5,12.5,11.8,,50.0,130.0,1.0,2.0,1.0,,62.5,Тип 1,Сверло,ГОСТ 20696-75,,,,,,4.5,Повышенная,,55.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11836,2302-1061,0.55,12.8,12.0,,50.0,130.0,1.0,2.0,1.0,,62.5,Тип 1,Сверло,ГОСТ 20696-75,,,,,,4.5,Повышенная,,55.0,,,,,,,,,,,,,,,,,,"+0,18/-0,10",-0.06
11837,2302-1063,0.55,13.2,12.5,,50.0,130.0,1.0,2.0,1.0,,62.5,Тип 1,Сверло,ГОСТ 20696-75,,,,,,4.8,Повышенная,,55.0,,,,,,,,,,,,,,,,,,"+0,20/-0,10",-0.06
11838,2302-1063,0.55,13.0,12.3,,50.0,130.0,1.0,2.0,1.0,,62.5,Тип 1,Сверло,ГОСТ 20696-75,,,,,,4.8,Повышенная,,55.0,,,,,,,,,,,,,,,,,,"+0,20/-0,10",-0.06
11839,2302-1064,0.55,13.5,12.8,,55.0,135.0,1.0,2.0,1.0,,62.5,Тип 1,Сверло,ГОСТ 20696-75,,,,,,4.8,Повышенная,,60.0,,,,,,,,,,,,,,,,,,"+0,20/-0,10",-0.06
11840,2302-1065,0.55,13.8,13.0,,55.0,135.0,1.0,2.0,1.0,,62.5,Тип 1,Сверло,ГОСТ 20696-75,,,,,,4.8,Повышенная,,60.0,,,,,,,,,,,,,,,,,,"+0,20/-0,10",-0.06
11841,2302-1066,0.55,14.0,13.3,,55.0,135.0,1.0,2.0,2.0,,62.5,Тип 1,Сверло,ГОСТ 20696-75,,,,,,5.1,Повышенная,,60.0,,,,,,,,,,,,,,,,,,"+0,25/-0,10",-0.06
11842,2302-1067,0.55,14.25,13.8,,60.0,155.0,1.0,2.0,2.0,,62.5,Тип 1,Сверло,ГОСТ 20696-75,,,,,,5.1,Повышенная,,65.0,,,,,,,,,,,,,,,,,,"+0,25/-0,10",-0.06
11843,2302-1068,0.55,14.5,13.8,,60.0,155.0,1.0,2.0,2.0,,62.5,Тип 1,Сверло,ГОСТ 20696-75,,,,,,5.3,Повышенная,,65.0,,,,,,,,,,,,,,,,,,"+0,25/-0,10",-0.06
11844,2302-1069,0.55,14.75,14.05,,60.0,155.0,1.0,2.0,2.0,,62.5,Тип 1,Сверло,ГОСТ 20696-75,,,,,,5.3,Повышенная,,65.0,,,,,,,,,,,,,,,,,,"+0,25/-0,10",-0.06
11845,2302-1071,0.55,15.0,14.2,,60.0,155.0,1.25,2.0,2.0,,62.5,Тип 1,Сверло,ГОСТ 20696-75,,,,,,5.3,Повышенная,,65.0,,,,,,,,,,,,,,,,,,"+0,25/-0,10",-0.06
11846,2302-1072,0.6,15.25,14.45,,65.0,165.0,1.25,2.0,2.0,,62.5,Тип 1,Сверло,ГОСТ 20696-75,,,,,,5.3,Повышенная,,70.0,,,,,,,,,,,,,,,,,,"+0,25/-0,10",-0.06
11847,2302-1073,0.6,15.4,14.6,,65.0,165.0,1.25,2.0,2.0,,62.5,Тип 1,Сверло,ГОСТ 20696-75,,,,,,5.3,Повышенная,,70.0,,,,,,,,,,,,,,,,,,"+0,25/-0,10",-0.06
11848,2302-1074,0.6,15.5,14.7,,65.0,165.0,1.25,2.0,2.0,,62.5,Тип 1,Сверло,ГОСТ 20696-75,,,,,,5.3,Повышенная,,70.0,,,,,,,,,,,,,,,,,,"+0,25/-0,10",-0.06
11849,2302-1075,0.6,15.75,14.95,,65.0,165.0,1.25,2.0,2.0,,62.5,Тип 1,Сверло,ГОСТ 20696-75,,,,,,5.3,Повышенная,,70.0,,,,,,,,,,,,,,,,,,"+0,25/-0,10",-0.06
11850,2302-1076,0.6,16.0,15.2,,65.0,165.0,1.25,2.0,2.0,,62.5,Тип 1,Сверло,ГОСТ 20696-75,,,,,,5.3,Повышенная,,70.0,,,,,,,,,,,,,,,,,,"+0,25/-0,10",-0.06
11851,2302-1077,0.6,16.25,15.5,,70.0,170.0,1.25,2.0,2.0,,62.5,Тип 1,Сверло,ГОСТ 20696-75,,,,,,5.8,Повышенная,,75.0,,,,,,,,,,,,,,,,,,"+0,25/-0,10",-0.06
11852,2302-1078,0.6,16.5,15.7,,70.0,170.0,1.25,2.0,2.0,,62.5,Тип 1,Сверло,ГОСТ 20696-75,,,,,,5.8,Повышенная,,75.0,,,,,,,,,,,,,,,,,,"+0,25/-0,10",-0.06
11853,2302-1079,0.6,16.75,15.95,,70.0,170.0,1.25,2.0,2.0,,62.5,Тип 1,Сверло,ГОСТ 20696-75,,,,,,5.8,Повышенная,,75.0,,,,,,,,,,,,,,,,,,"+0,25/-0,10",-0.06
11854,2302-1081,0.6,17.0,16.1,,70.0,170.0,1.25,2.0,2.0,,62.5,Тип 1,Сверло,ГОСТ 20696-75,,,,,,5.8,Повышенная,,75.0,,,,,,,,,,,,,,,,,,"+0,25/-0,10",-0.06
11855,2302-1082,0.6,17.25,16.3,,75.0,175.0,1.25,2.0,2.0,,62.5,Тип 1,Сверло,ГОСТ 20696-75,,,,,,6.2,Повышенная,,80.0,,,,,,,,,,,,,,,,,,"+0,30/-0,10",-0.06
11856,2302-1083,0.6,17.4,16.4,,75.0,175.0,1.25,2.0,2.0,,62.5,Тип 1,Сверло,ГОСТ 20696-75,,,,,,6.2,Повышенная,,80.0,,,,,,,,,,,,,,,,,,"+0,30/-0,10",-0.06
11857,2302-1084,0.6,17.5,16.5,,75.0,175.0,1.25,2.0,2.0,,62.5,Тип 1,Сверло,ГОСТ 20696-75,,,,,,6.2,Повышенная,,80.0,,,,,,,,,,,,,,,,,,"+0,30/-0,10",-0.06
11858,2302-1085,0.6,17.75,16.75,,75.0,175.0,1.25,2.0,2.0,,62.5,Тип 1,Сверло,ГОСТ 20696-75,,,,,,6.2,Повышенная,,80.0,,,,,,,,,,,,,,,,,,"+0,30/-0,10",-0.06
11859,2302-1086,0.6,18.0,17.0,,75.0,175.0,1.25,2.0,2.0,,62.5,Тип 1,Сверло,ГОСТ 20696-75,,,,,,6.2,Повышенная,,80.0,,,,,,,,,,,,,,,,,,"+0,30/-0,10",-0.06
11860,2302-1087,0.65,18.25,17.2,,75.0,175.0,1.25,2.0,2.0,,62.5,Тип 1,Сверло,ГОСТ 20696-75,,,,,,6.5,Повышенная,,80.0,,,,,,,,,,,,,,,,,,"+0,30/-0,15",-0.06
11861,2302-1088,0.65,18.5,17.5,,75.0,175.0,1.25,2.0,2.0,,62.5,Тип 1,Сверло,ГОСТ 20696-75,,,,,,6.5,Повышенная,,80.0,,,,,,,,,,,,,,,,,,"+0,30/-0,15",-0.06
11862,2302-1089,0.65,18.75,17.7,,75.0,175.0,1.25,2.0,2.0,,62.5,Тип 1,Сверло,ГОСТ 20696-75,,,,,,6.5,Повышенная,,80.0,,,,,,,,,,,,,,,,,,"+0,30/-0,15",-0.06
11863,2302-1091,0.65,19.0,18.0,,75.0,175.0,1.25,2.0,2.0,,62.5,Тип 1,Сверло,ГОСТ 20696-75,,,,,,6.5,Повышенная,,80.0,,,,,,,,,,,,,,,,,,"+0,30/-0,15",-0.06
11864,2302-1092,0.65,19.25,18.2,,80.0,180.0,1.25,2.0,2.0,,62.5,Тип 1,Сверло,ГОСТ 20696-75,,,,,,6.8,Повышенная,,85.0,,,,,,,,,,,,,,,,,,"+0,30/-0,15",-0.06
11865,2302-1093,0.65,19.4,18.4,,80.0,180.0,1.25,2.0,2.0,,62.5,Тип 1,Сверло,ГОСТ 20696-75,,,,,,6.8,Повышенная,,85.0,,,,,,,,,,,,,,,,,,"+0,30/-0,15",-0.06
11866,2302-1094,0.65,19.5,18.5,,80.0,180.0,1.25,2.0,2.0,,62.5,Тип 1,Сверло,ГОСТ 20696-75,,,,,,6.8,Повышенная,,85.0,,,,,,,,,,,,,,,,,,"+0,30/-0,15",-0.06
11867,2302-1095,0.65,19.75,18.7,,80.0,180.0,1.25,2.0,2.0,,62.5,Тип 1,Сверло,ГОСТ 20696-75,,,,,,6.8,Повышенная,,85.0,,,,,,,,,,,,,,,,,,"+0,30/-0,15",-0.06
11868,2302-1096,0.65,20.0,18.8,,80.0,180.0,1.5,2.0,2.0,,62.5,Тип 1,Сверло,ГОСТ 20696-75,,,,,,6.8,Повышенная,,85.0,,,,,,,,,,,,,,,,,,"+0,30/-0,15",-0.06
11869,2302-1101,0.25,6.0,5.64,,30.0,105.0,0.75,2.0,1.0,,62.5,Тип 1,Сверло,ГОСТ 20696-75,,,,,,2.3,Нормальная,,35.0,,,,,,,,,,,,,,,,,,"+0,15/-0,06",-0.05
11870,2302-1102,0.3,6.2,5.83,,32.0,105.0,0.75,2.0,1.0,,62.5,Тип 1,Сверло,ГОСТ 20696-75,,,,,,2.5,Нормальная,,38.0,,,,,,,,,,,,,,,,,,"+0,15/-0,06",-0.05
